n,CT,CQ
216.8833333333333,58.72609734595173,2.004780482292803
211.95,58.47110820159606,2.00312650887678
292.25,58.37836310164099,1.744089779076968
278.4833333333333,58.28576984922049,1.625656747028437
212.85,58.20588342190226,1.814007897485092
244.45,58.16969647988708,1.795115504529242
292.3666666666667,58.11332823549343,1.740412936432714
293.3833333333333,58.11178023589244,1.749661192667216
288.0833333333333,58.09482922564928,1.750259177807659
209.5,58.05345539225101,1.983608176102262
291.05,58.03150707429533,1.741467277820818
245.0666666666667,58.01184445050081,1.798138394921641
207.1166666666667,57.99728519982275,1.987223825614825
291.3166666666667,57.8795056279934,1.738890565026521
294.7166666666666,57.80912381364343,1.726523431800639
296.1166666666667,57.78708987365385,1.730944159971453
290.1166666666667,57.77683058791086,1.743390204989375
275.9166666666667,57.75264079957807,1.615456621566298
231.9,57.69858312824142,1.67276856977837
269.0833333333333,57.69346884444946,1.631108776949092
229.85,57.67902852158245,1.676122371690728
290.3,57.6421595754919,1.734502916907252
241.9,57.59364987330791,1.792249418672184
289.45,57.59028807115222,1.73596570682235
290.8166666666667,57.57510558336479,1.735966736379899
205.3166666666667,57.52344522215617,1.98479133941227
246.5833333333333,57.49538493950468,1.782019598529444
226.95,57.4010321988732,1.670688115329487
270.1166666666667,57.39920291447579,1.624818580664299
225.7166666666667,57.39636904628659,1.671067497681808
277.4666666666666,57.36961568951818,1.595930694741859
291.6333333333333,57.30609217529325,1.735474552213581
243.8833333333333,57.20503200660583,1.770289127187491
230.75,57.18874668475461,1.659314589308857
244.55,57.15059085267222,1.773165938907854
229.2333333333333,56.96394466790953,1.84024169299432
244.5666666666667,56.93973863053907,1.767663429597252
242.2833333333333,56.86578436146725,1.767900856874169
244.0166666666667,56.69382082853509,1.761126761916526
293.8333333333333,56.68823553445238,1.700065327603191
242.9166666666667,56.68266672297198,1.77757047522399
243.7166666666667,56.64542904783092,1.761371039941749
238.0333333333333,56.63770806209941,1.818738325693726
226.3333333333333,56.62236606065988,1.665408506950283
271.5,56.55484208636275,1.607888305720179
229.95,56.54339666862917,1.662010788561468
232.9833333333333,56.35018830453978,1.815144379651738
244.4,56.33226864310472,1.754311846663876
246.4,56.16642151991991,1.740700741503402
194.1666666666667,56.02374986242025,1.798548797017969
215.7166666666667,56.01669682255768,1.70253193384378
243.3333333333333,55.86708026085403,1.746224117835565
235.5,55.81432338673905,1.804365657235364
232.5333333333333,55.30990101611388,1.785312677370198
